Year;Segment;Average width;Sinuosity;Wavelength;Semimeander length;LevelOfImpact;Zone;Period
1992;36;228.141;1.321;750.207;991.366;1;3;Minimal mining
1992;36;205.41;1.223;694.535;849.288;1;3;Minimal mining
1996;36;157.331;2.155;589.919;1271.277;1;3;Minimal mining
1996;36;154.733;1.811;1406.507;2546.841;1;3;Minimal mining
1996;36;214.943;1.032;1158.067;1195.608;1;3;Minimal mining
1996;36;177.278;1.157;969.971;1122.717;1;3;Minimal mining
1996;36;191.239;1.48;758.928;1122.913;1;3;Minimal mining
1996;36;179.383;1.216;769.018;935.47;1;3;Minimal mining
2000;36;183.416;2.326;555.941;1292.962;1;3;Minimal mining
2000;36;170.567;1.824;1414.142;2579.401;1;3;Minimal mining
2000;36;229.683;1.023;1039.548;1063.837;1;3;Minimal mining
2000;36;212.998;1.137;1074.121;1221.806;1;3;Minimal mining
2000;36;252.813;1.585;803.031;1272.757;1;3;Minimal mining
2004;36;171.704;2.45;588.696;1442.541;2;3;Moderate mining
2004;36;169.406;1.824;1390.421;2536.694;2;3;Moderate mining
2004;36;171.018;1.035;1105.524;1143.786;2;3;Moderate mining
2004;36;191.717;1.129;1068.684;1206.862;2;3;Moderate mining
2004;36;254.227;1.575;745.99;1174.796;2;3;Moderate mining
2004;36;205.481;1.503;581.855;874.424;2;3;Moderate mining
2008;36;162.212;2.37;629.3;1491.623;2;3;Moderate mining
2008;36;161.141;1.735;1443.009;2504.178;2;3;Moderate mining
2008;36;174.782;1.045;1010.009;1055.922;2;3;Moderate mining
2008;36;192.49;1.165;1362.58;1586.922;2;3;Moderate mining
2008;36;259.389;1.669;622.059;1038.076;2;3;Moderate mining
2008;36;209.76;1.817;578.387;1051.082;2;3;Moderate mining
2012;36;169.266;2.593;574.716;1490.186;3;3;Intensive mining
2012;36;181.933;2.133;1310.152;2794.117;3;3;Intensive mining
2012;36;191.3;1.021;1094.591;1117.48;3;3;Intensive mining
2012;36;179.152;1.141;1142.208;1303.235;3;3;Intensive mining
2012;36;217.616;2.078;627.746;1304.343;3;3;Intensive mining
2012;36;203.264;1.768;526.679;931.217;3;3;Intensive mining
2014;36;160.53;2.759;538.614;1485.848;3;3;Intensive mining
2014;36;174.998;2.104;1323.641;2785.105;3;3;Intensive mining
2014;36;191.419;1.034;1077.563;1114.076;3;3;Intensive mining
2014;36;191.435;1.167;1273.195;1486.005;3;3;Intensive mining
2014;36;225.951;1.358;667.513;906.155;3;3;Intensive mining
2014;36;174.21;1.019;745.855;759.978;3;3;Intensive mining
2015;36;159.496;2.479;597.378;1480.755;3;3;Intensive mining
2015;36;174.842;2.122;1309.805;2778.938;3;3;Intensive mining
2015;36;180.365;1.035;1071.303;1109.214;3;3;Intensive mining
2015;36;195.573;1.166;1270.739;1481.413;3;3;Intensive mining
2015;36;220.675;1.405;712.562;1000.849;3;3;Intensive mining
2016;36;167.647;2.123;630.93;1339.312;3;3;Intensive mining
2016;36;167.254;1.507;1535.59;2314.137;3;3;Intensive mining
2016;36;184.5;1.041;1397.487;1454.397;3;3;Intensive mining
2016;36;170.229;1.147;1336.953;1533.038;3;3;Intensive mining
2016;36;205.844;1.461;747.19;1091.865;3;3;Intensive mining
2017;36;156.049;2.779;529.987;1472.758;3;3;Intensive mining
2017;36;171.726;2.42;1242.529;3006.509;3;3;Intensive mining
2017;36;182.491;1.014;1109.535;1125.242;3;3;Intensive mining
2017;36;185.368;1.158;1201.773;1391.065;3;3;Intensive mining
2017;36;207.595;1.414;690.225;976.059;3;3;Intensive mining
2018;36;143.681;2.56;502.856;1287.549;3;3;Intensive mining
2018;36;166.895;1.867;1441.553;2692.094;3;3;Intensive mining
2018;36;186.657;1.052;1462.843;1538.395;3;3;Intensive mining
2018;36;180.495;1.136;1132.905;1287.411;3;3;Intensive mining
2018;36;188.601;1.499;687.616;1030.468;3;3;Intensive mining
2018;36;157.333;1.04;778.124;809.124;3;3;Intensive mining
2020;36;149.339;2.392;537.602;1286;3;3;Intensive mining
2020;36;152.406;1.904;1424.023;2712;3;3;Intensive mining
2020;36;173.638;1.061;1253.997;1331;3;3;Intensive mining
2020;36;168.744;1.147;1282.115;1470;3;3;Intensive mining
2020;36;199.154;1.535;709.499;1089;3;3;Intensive mining
1984;37;175.885;1.1;725.273;797.887;1;3;Minimal mining
1984;37;154.222;1.115;1479.891;1650.737;1;3;Minimal mining
1984;37;200.191;1.005;1122.832;1128.406;1;3;Minimal mining
1987;37;202.423;1.121;668.271;749.208;1;3;Minimal mining
1987;37;163.206;1.108;1181.742;1309.936;1;3;Minimal mining
1987;37;187.818;1.022;916.026;936.243;1;3;Minimal mining
1992;37;205.41;1.223;694.535;849.288;1;3;Minimal mining
1992;37;170.331;1.122;1426.197;1600.572;1;3;Minimal mining
1992;37;198.659;1.028;895.618;920.331;1;3;Minimal mining
1996;37;191.239;1.48;758.928;1122.913;1;3;Minimal mining
1996;37;179.383;1.216;769.018;935.47;1;3;Minimal mining
1996;37;142.279;1.063;1231.941;1309.922;1;3;Minimal mining
1996;37;157.045;1.051;1068.701;1122.752;1;3;Minimal mining
2000;37;252.813;1.585;803.031;1272.757;1;3;Minimal mining
2000;37;213.64;1.24;534.536;662.846;1;3;Minimal mining
2000;37;186.318;1.154;1285.015;1482.27;1;3;Minimal mining
2000;37;190.552;1.027;829.662;851.802;1;3;Minimal mining
2004;37;254.227;1.575;745.99;1174.796;2;3;Moderate mining
2004;37;205.481;1.503;581.855;874.424;2;3;Moderate mining
2004;37;194.995;1.26;1384.032;1743.84;2;3;Moderate mining
2004;37;194.217;1.034;674.243;696.965;2;3;Moderate mining
2008;37;259.389;1.669;622.059;1038.076;2;3;Moderate mining
2008;37;209.76;1.817;578.387;1051.082;2;3;Moderate mining
2008;37;185.25;1.163;1489.272;1731.654;2;3;Moderate mining
2008;37;188.697;1.014;548.673;556.475;2;3;Moderate mining
2012;37;217.616;2.078;627.746;1304.343;3;3;Intensive mining
2012;37;203.264;1.768;526.679;931.217;3;3;Intensive mining
2012;37;172.701;1.233;1357.838;1674.339;3;3;Intensive mining
2012;37;199.705;1.051;709.276;745.627;3;3;Intensive mining
2014;37;174.21;1.019;745.855;759.978;3;3;Intensive mining
2014;37;178.436;1.075;1214.471;1305.157;3;3;Intensive mining
2014;37;181.27;1.037;714.959;741.344;3;3;Intensive mining
2015;37;220.675;1.405;712.562;1000.849;3;3;Intensive mining
2015;37;155.052;1.017;697.714;709.298;3;3;Intensive mining
2015;37;171.907;1.083;1317.153;1425.974;3;3;Intensive mining
2015;37;146.686;1.041;543.38;565.687;3;3;Intensive mining
2016;37;205.844;1.461;747.19;1091.865;3;3;Intensive mining
2016;37;174.48;1.015;721.074;731.721;3;3;Intensive mining
2016;37;179.729;1.081;1211.298;1309.457;3;3;Intensive mining
2016;37;175.715;1.051;702.397;738.407;3;3;Intensive mining
2017;37;207.595;1.414;690.225;976.059;3;3;Intensive mining
2017;37;165.393;1.017;691.877;703.521;3;3;Intensive mining
2017;37;190.492;1.087;1164.375;1265.551;3;3;Intensive mining
2017;37;175.908;1.039;708.487;736.324;3;3;Intensive mining
2018;37;188.601;1.499;687.616;1030.468;3;3;Intensive mining
2018;37;157.333;1.04;778.124;809.124;3;3;Intensive mining
2018;37;185.104;1.085;1186.175;1287.441;3;3;Intensive mining
2018;37;189.603;1.046;703.403;735.807;3;3;Intensive mining
2020;37;199.154;1.535;709.499;1089;3;3;Intensive mining
2020;37;173.95;1.036;722.725;749;3;3;Intensive mining
2020;37;187.242;1.107;1203.62;1333;3;3;Intensive mining
2020;37;181.56;1.047;658.073;689;3;3;Intensive mining
1984;38;200.191;1.005;1122.832;1128.406;1;3;Minimal mining
1987;38;187.818;1.022;916.026;936.243;1;3;Minimal mining
1987;38;201.169;1.02;550.659;561.755;1;3;Minimal mining
1992;38;198.659;1.028;895.618;920.331;1;3;Minimal mining
1996;38;157.045;1.051;1068.701;1122.752;1;3;Minimal mining
2000;38;190.552;1.027;829.662;851.802;1;3;Minimal mining
2004;38;194.217;1.034;674.243;696.965;2;3;Moderate mining
2008;38;188.697;1.014;548.673;556.475;2;3;Moderate mining
2012;38;199.705;1.051;709.276;745.627;3;3;Intensive mining
2014;38;181.27;1.037;714.959;741.344;3;3;Intensive mining
2015;38;146.686;1.041;543.38;565.687;3;3;Intensive mining
2016;38;175.715;1.051;702.397;738.407;3;3;Intensive mining
2017;38;175.908;1.039;708.487;736.324;3;3;Intensive mining
2018;38;189.603;1.046;703.403;735.807;3;3;Intensive mining
2020;38;181.56;1.047;658.073;689;3;3;Intensive mining
